# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,
# Mon Jun  2 17:07:37 2025,,,,,,,,,,
#,,,,,,,,,,
# User preference: *,,,,,,,,,,
#,,,,,,,,,,
# CONSTRAINT:  order by pl_name asc,,,,,,,,,,
#,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,
# COLUMN pl_massj:       Planet Mass [Jupiter Mass],,,,,,,,,,
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,
#,,,,,,,,,,
pl_name,hostname,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov
Kepler-633 b,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-633 c,Kepler-633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-634 b,Kepler-634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-635 b,Kepler-635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-636 b,Kepler-636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-637 b,Kepler-637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-638 b,Kepler-638,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-639 b,Kepler-639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-640 b,Kepler-640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-641 b,Kepler-641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-642 b,Kepler-642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,321.0083,1.01,NULL,NULL,NULL,NULL,321.0083,1.01,Mass
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-643 b,Kepler-643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-644 b,Kepler-644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-645 b,Kepler-645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-646 b,Kepler-646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 b,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-647 c,Kepler-647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-648 b,Kepler-648,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-649 b,Kepler-649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,2.45456926,0.00772294,NULL,NULL,2.45456926,0.00772294,Msini
Kepler-65 b,Kepler-65,2.4,0.0076,NULL,NULL,NULL,NULL,2.4,0.0076,Mass
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 b,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,4.9831792,0.01567884,NULL,NULL,4.9831792,0.01567884,Msini
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,5.4,0.017,NULL,NULL,NULL,NULL,5.4,0.017,Mass
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 c,Kepler-65,26.6,0.084,NULL,NULL,NULL,NULL,26.6,0.084,Mass
Kepler-65 c,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,4.24829257,0.01336662,NULL,NULL,4.24829257,0.01336662,Msini
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,4.14,0.013,NULL,NULL,NULL,NULL,4.14,0.013,Mass
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 d,Kepler-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-65 e,Kepler-65,260,0.82,207.54299,0.653,259.8719784,0.81764458,260,0.82,Mass
Kepler-65 e,Kepler-65,NULL,NULL,216.8198657,0.68219159,NULL,NULL,216.8198657,0.68219159,Msini
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-650 b,Kepler-650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kepler-651 b,Kepler-651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
